y,CDF_x,CDF_y
1.088620,0.498183,0.527780
0.892777,0.498190,0.527800
0.905112,0.498217,0.527820
0.216649,0.498270,0.527840
1.055112,0.498284,0.527860
1.973481,0.498308,0.527880
0.377090,0.498330,0.527900
0.247004,0.498402,0.527920
1.553642,0.498468,0.527940
0.028994,0.498493,0.527960
0.238149,0.498505,0.527980
1.357629,0.498507,0.528000
0.122154,0.498540,0.528020
0.157644,0.498628,0.528040
0.088210,0.498636,0.528060
0.118479,0.498641,0.528080
0.605715,0.498646,0.528100
0.422351,0.498662,0.528120
0.195363,0.498755,0.528140
0.479516,0.498764,0.528160
0.021446,0.498794,0.528180
0.593495,0.498804,0.528200
0.002216,0.498819,0.528220
1.256260,0.498820,0.528240
0.568634,0.498877,0.528260
1.521597,0.498968,0.528280
1.680976,0.498977,0.528300
0.173503,0.499000,0.528320
0.025347,0.499056,0.528340
1.250362,0.499061,0.528360
0.496988,0.499070,0.528380
1.795664,0.499076,0.528400
0.086146,0.499104,0.528420
0.447305,0.499157,0.528440
0.288684,0.499192,0.528460
1.281934,0.499209,0.528480
0.201182,0.499232,0.528500
0.193817,0.499236,0.528520
0.278951,0.499249,0.528540
0.192460,0.499291,0.528560
0.293440,0.499318,0.528580
0.705564,0.499327,0.528600
2.158990,0.499440,0.528620
0.059457,0.499448,0.528640
1.214223,0.499504,0.528660
1.204284,0.499519,0.528680
0.571291,0.499541,0.528700
0.444445,0.499566,0.528720
0.967882,0.499569,0.528740
0.059947,0.499583,0.528760
1.969347,0.499670,0.528780
0.067475,0.499676,0.528800
1.647231,0.499683,0.528820
0.805135,0.499711,0.528840
1.595698,0.499828,0.528860
0.251181,0.499836,0.528880
0.042665,0.499879,0.528900
1.326492,0.499906,0.528920
0.526450,0.499911,0.528940
0.818903,0.499976,0.528960
1.571757,0.499988,0.528980
0.344481,0.500014,0.529000
0.440451,0.500046,0.529020
0.072273,0.500075,0.529040
0.282929,0.500113,0.529060
0.608109,0.500176,0.529080
0.054227,0.500191,0.529100
0.087627,0.500201,0.529120
0.041904,0.500217,0.529140
0.328280,0.500223,0.529160
0.635880,0.500234,0.529180
0.137534,0.500270,0.529200
0.589871,0.500275,0.529220
0.726374,0.500279,0.529240
1.165571,0.500305,0.529260
0.176146,0.500365,0.529280
0.297753,0.500380,0.529300
0.456260,0.500414,0.529320
0.252460,0.500430,0.529340
0.784785,0.500433,0.529360
0.357912,0.500439,0.529380
0.427796,0.500439,0.529400
0.829035,0.500443,0.529420
0.419376,0.500512,0.529440
0.810395,0.500551,0.529460
0.488431,0.500583,0.529480
0.669747,0.500591,0.529500
1.792829,0.500648,0.529520
0.168038,0.500666,0.529540
1.183090,0.500676,0.529560
1.046758,0.500749,0.529580
0.172720,0.500753,0.529600
0.366406,0.500753,0.529620
1.220817,0.500816,0.529640
1.091854,0.500921,0.529660
0.298814,0.500923,0.529680
0.579384,0.500930,0.529700
0.269355,0.500989,0.529720
0.554853,0.500999,0.529740
1.369236,0.501062,0.529760
0.073709,0.501090,0.529780
0.077686,0.501140,0.529800
0.161315,0.501145,0.529820
0.064555,0.501163,0.529840
2.291999,0.501180,0.529860
1.239493,0.501220,0.529880
0.062044,0.501247,0.529900
0.197618,0.501275,0.529920
0.859093,0.501322,0.529940
0.005755,0.501333,0.529960
0.124864,0.501351,0.529980
2.514713,0.501359,0.530000
1.113631,0.501389,0.530020
0.020755,0.501463,0.530040
1.636392,0.501475,0.530060
1.293876,0.501489,0.530080
0.065421,0.501608,0.530100
0.037061,0.501630,0.530120
0.455100,0.501638,0.530140
0.190474,0.501675,0.530160
1.230233,0.501712,0.530180
2.024151,0.501831,0.530200
1.170184,0.501843,0.530220
0.379331,0.501871,0.530240
0.644389,0.501874,0.530260
0.438248,0.501919,0.530280
1.692950,0.502017,0.530300
0.864358,0.502038,0.530320
0.940391,0.502051,0.530340
0.854020,0.502057,0.530360
0.348670,0.502058,0.530380
0.215745,0.502070,0.530400
0.317272,0.502082,0.530420
0.135073,0.502105,0.530440
0.247461,0.502140,0.530460
0.585881,0.502146,0.530480
0.147007,0.502156,0.530500
0.174215,0.502214,0.530520
0.335762,0.502257,0.530540
3.583121,0.502301,0.530560
0.461520,0.502312,0.530580
0.822597,0.502374,0.530600
0.745405,0.502376,0.530620
0.761711,0.502390,0.530640
0.033814,0.502391,0.530660
1.695086,0.502397,0.530680
1.397846,0.502458,0.530700
1.453355,0.502469,0.530720
1.317923,0.502496,0.530740
0.267741,0.502497,0.530760
0.007092,0.502498,0.530780
0.398472,0.502574,0.530800
0.022769,0.502614,0.530820
0.692208,0.502618,0.530840
0.213617,0.502638,0.530860
1.294644,0.502639,0.530880
0.073041,0.502695,0.530900
0.125397,0.502725,0.530920
2.187916,0.502729,0.530940
0.295341,0.502735,0.530960
0.663325,0.502768,0.530980
0.554872,0.502833,0.531000
0.111129,0.502877,0.531020
1.567941,0.502923,0.531040
1.971165,0.502924,0.531060
0.332159,0.502932,0.531080
0.210684,0.503026,0.531100
1.689496,0.503070,0.531120
0.242773,0.503097,0.531140
0.086599,0.503124,0.531160
1.245505,0.503166,0.531180
0.129354,0.503216,0.531200
1.192973,0.503217,0.531220
0.393825,0.503229,0.531240
0.038527,0.503239,0.531260
0.222235,0.503247,0.531280
0.034735,0.503258,0.531300
0.052315,0.503303,0.531320
1.390598,0.503344,0.531340
0.564781,0.503391,0.531360
1.318800,0.503437,0.531380
0.330139,0.503439,0.531400
1.560041,0.503442,0.531420
0.301251,0.503452,0.531440
0.182481,0.503457,0.531460
0.604330,0.503487,0.531480
0.156177,0.503532,0.531500
1.677411,0.503584,0.531520
0.042273,0.503617,0.531540
0.206485,0.503626,0.531560
0.966077,0.503630,0.531580
0.540231,0.503655,0.531600
1.040513,0.503684,0.531620
0.366748,0.503689,0.531640
0.242912,0.503690,0.531660
0.836630,0.503722,0.531680
2.080209,0.503723,0.531700
0.511824,0.503807,0.531720
0.741917,0.503862,0.531740
4.057572,0.503883,0.531760
0.692184,0.503970,0.531780
0.060155,0.504014,0.531800
3.142802,0.504029,0.531820
0.360645,0.504030,0.531840
0.398223,0.504031,0.531860
0.587385,0.504031,0.531880
0.198117,0.504061,0.531900
0.345771,0.504070,0.531920
0.557061,0.504083,0.531940
0.139233,0.504092,0.531960
0.099172,0.504140,0.531980
0.250370,0.504142,0.532000
0.017745,0.504161,0.532020
0.228542,0.504161,0.532040
0.069819,0.504220,0.532060
0.407499,0.504224,0.532080
0.174079,0.504250,0.532100
0.928659,0.504253,0.532120
0.116342,0.504265,0.532140
1.826902,0.504272,0.532160
0.197956,0.504421,0.532180
0.680405,0.504422,0.532200
1.350597,0.504443,0.532220
0.949364,0.504531,0.532240
0.699755,0.504654,0.532260
0.653870,0.504656,0.532280
0.254609,0.504690,0.532300
0.038077,0.504759,0.532320
0.651271,0.504783,0.532340
0.373100,0.504794,0.532360
0.226779,0.504805,0.532380
0.291386,0.504951,0.532400
1.563968,0.504991,0.532420
2.075114,0.504992,0.532440
1.211156,0.505004,0.532460
0.173052,0.505035,0.532480
0.706069,0.505087,0.532500
0.005739,0.505207,0.532520
1.652579,0.505282,0.532540
1.091405,0.505324,0.532560
0.128275,0.505345,0.532580
0.852059,0.505379,0.532600
1.245795,0.505403,0.532620
1.577597,0.505437,0.532640
0.303416,0.505479,0.532660
0.071845,0.505543,0.532680
0.864007,0.505604,0.532700
1.220605,0.505609,0.532720
0.072396,0.505616,0.532740
0.264730,0.505662,0.532760
0.077746,0.505669,0.532780
0.077298,0.505680,0.532800
0.022081,0.505685,0.532820
0.759772,0.505696,0.532840
0.479620,0.505705,0.532860
0.533783,0.505891,0.532880
0.401953,0.505960,0.532900
0.204747,0.505971,0.532920
0.606906,0.505992,0.532940
0.731099,0.505997,0.532960
0.192197,0.506085,0.532980
1.538810,0.506124,0.533000
0.071686,0.506124,0.533020
0.123073,0.506169,0.533040
0.064688,0.506225,0.533060
1.170814,0.506230,0.533080
1.236295,0.506262,0.533100
0.005575,0.506304,0.533120
0.261978,0.506378,0.533140
0.078749,0.506388,0.533160
0.315220,0.506413,0.533180
0.326592,0.506448,0.533200
0.222328,0.506535,0.533220
1.541769,0.506567,0.533240
0.094807,0.506634,0.533260
0.510962,0.506728,0.533280
2.300430,0.506759,0.533300
1.638518,0.506760,0.533320
0.082340,0.506766,0.533340
0.200670,0.506774,0.533360
0.223773,0.506788,0.533380
1.089290,0.506793,0.533400
0.453949,0.506809,0.533420
0.512130,0.506825,0.533440
0.246397,0.506886,0.533460
0.230315,0.506908,0.533480
0.689872,0.506914,0.533500
0.704152,0.506945,0.533520
0.209377,0.506964,0.533540
0.149563,0.506966,0.533560
0.471295,0.506981,0.533580
0.752174,0.507025,0.533600
0.160719,0.507036,0.533620
1.065246,0.507151,0.533640
0.233429,0.507163,0.533660
0.201332,0.507193,0.533680
0.533938,0.507195,0.533700
0.044836,0.507280,0.533720
1.690707,0.507299,0.533740
0.032155,0.507321,0.533760
1.722103,0.507323,0.533780
1.094704,0.507328,0.533800
0.770971,0.507338,0.533820
0.142406,0.507360,0.533840
0.090558,0.507411,0.533860
0.847466,0.507463,0.533880
0.060247,0.507469,0.533900
0.997033,0.507566,0.533920
0.000550,0.507665,0.533940
1.183265,0.507671,0.533960
1.085222,0.507747,0.533980
0.075953,0.507798,0.534000
0.504783,0.507827,0.534020
1.765391,0.507843,0.534040
0.148569,0.507857,0.534060
0.149551,0.507898,0.534080
0.585980,0.507915,0.534100
1.507603,0.507929,0.534120
1.615765,0.507939,0.534140
1.731040,0.507941,0.534160
4.742734,0.508040,0.534180
0.041022,0.508048,0.534200
0.296717,0.508054,0.534220
0.623178,0.508058,0.534240
2.348845,0.508065,0.534260
2.655517,0.508066,0.534280
0.196332,0.508158,0.534300
0.063187,0.508233,0.534320
1.979233,0.508289,0.534340
0.235654,0.508303,0.534360
0.379913,0.508319,0.534380
0.497266,0.508357,0.534400
0.448243,0.508367,0.534420
0.491321,0.508370,0.534440
0.597179,0.508452,0.534460
0.344216,0.508465,0.534480
0.975283,0.508478,0.534500
1.820963,0.508489,0.534520
0.918518,0.508503,0.534540
0.600503,0.508562,0.534560
0.820739,0.508580,0.534580
2.333262,0.508594,0.534600
0.498641,0.508602,0.534620
0.355595,0.508633,0.534640
1.710841,0.508652,0.534660
0.831465,0.508696,0.534680
0.561493,0.508699,0.534700
2.606739,0.508700,0.534720
1.840639,0.508702,0.534740
0.370997,0.508704,0.534760
0.727605,0.508840,0.534780
0.311986,0.508874,0.534800
0.306903,0.508887,0.534820
0.175404,0.508924,0.534840
0.365399,0.508946,0.534860
0.308046,0.508960,0.534880
0.036377,0.508990,0.534900
0.265737,0.508997,0.534920
0.563378,0.509036,0.534940
0.947487,0.509041,0.534960
0.220723,0.509045,0.534980
0.363282,0.509112,0.535000
0.150587,0.509137,0.535020
0.483162,0.509162,0.535040
0.673552,0.509183,0.535060
0.148738,0.509205,0.535080
0.530030,0.509209,0.535100
0.280586,0.509228,0.535120
0.069572,0.509282,0.535140
0.048862,0.509310,0.535160
0.078212,0.509328,0.535180
0.282581,0.509340,0.535200
0.354893,0.509341,0.535220
0.419694,0.509353,0.535240
0.171046,0.509357,0.535260
1.256239,0.509382,0.535280
1.372584,0.509406,0.535300
0.377957,0.509454,0.535320
0.337082,0.509522,0.535340
0.680956,0.509524,0.535360
0.013354,0.509590,0.535380
0.273361,0.509595,0.535400
2.106899,0.509609,0.535420
0.101091,0.509648,0.535440
1.812949,0.509650,0.535460
1.372137,0.509657,0.535480
1.646329,0.509661,0.535500
0.206510,0.509706,0.535520
0.051237,0.509719,0.535540
0.879044,0.509781,0.535560
0.023161,0.509793,0.535580
0.004320,0.509801,0.535600
1.389290,0.509856,0.535620
0.598279,0.509858,0.535640
0.455861,0.509863,0.535660
2.566027,0.509885,0.535680
0.543746,0.509896,0.535700
0.238839,0.509911,0.535720
0.828669,0.509926,0.535740
0.432177,0.509936,0.535760
1.214848,0.509940,0.535780
0.358659,0.509947,0.535800
0.086600,0.509994,0.535820
1.004382,0.510036,0.535840
0.483841,0.510058,0.535860
0.427168,0.510080,0.535880
0.031883,0.510098,0.535900
0.856740,0.510134,0.535920
0.083389,0.510167,0.535940
0.667261,0.510182,0.535960
1.775634,0.510234,0.535980
1.214159,0.510259,0.536000
0.046242,0.510297,0.536020
0.596826,0.510350,0.536040
0.530632,0.510393,0.536060
0.476480,0.510405,0.536080
0.054177,0.510446,0.536100
1.566499,0.510460,0.536120
0.008687,0.510498,0.536140
3.000819,0.510498,0.536160
0.856261,0.510507,0.536180
0.070915,0.510530,0.536200
0.684523,0.510540,0.536220
0.162242,0.510549,0.536240
0.321608,0.510586,0.536260
0.183362,0.510595,0.536280
0.025816,0.510605,0.536300
0.973438,0.510636,0.536320
0.018109,0.510661,0.536340
1.071570,0.510728,0.536360
1.873918,0.510757,0.536380
0.350012,0.510778,0.536400
0.508562,0.510816,0.536420
0.017498,0.510924,0.536440
0.762216,0.510927,0.536460
0.020356,0.510951,0.536480
0.458080,0.510962,0.536500
0.111300,0.510979,0.536520
0.272138,0.510997,0.536540
3.184611,0.510997,0.536560
0.862395,0.511002,0.536580
0.085627,0.511022,0.536600
1.361835,0.511032,0.536620
0.087266,0.511046,0.536640
1.468277,0.511105,0.536660
0.748606,0.511110,0.536680
1.525794,0.511115,0.536700
1.594824,0.511116,0.536720
0.008304,0.511214,0.536740
0.010639,0.511279,0.536760
1.226992,0.511314,0.536780
0.646327,0.511317,0.536800
0.976619,0.511321,0.536820
0.295425,0.511325,0.536840
0.598344,0.511333,0.536860
0.351563,0.511334,0.536880
1.022810,0.511347,0.536900
0.038339,0.511418,0.536920
0.005089,0.511432,0.536940
0.655913,0.511455,0.536960
0.333489,0.511464,0.536980
0.136996,0.511510,0.537000
1.058666,0.511572,0.537020
1.430349,0.511606,0.537040
0.548330,0.511638,0.537060
0.850048,0.511643,0.537080
0.685045,0.511651,0.537100
0.661321,0.511709,0.537120
1.626528,0.511744,0.537140
0.782704,0.511768,0.537160
0.684990,0.511798,0.537180
0.187856,0.511806,0.537200
0.064313,0.511824,0.537220
2.368105,0.511842,0.537240
0.308986,0.511858,0.537260
1.792939,0.511877,0.537280
1.394194,0.511917,0.537300
0.584841,0.511959,0.537320
0.124660,0.511961,0.537340
1.534809,0.511961,0.537360
0.999623,0.511961,0.537380
0.717713,0.511965,0.537400
0.435985,0.511980,0.537420
0.672990,0.511989,0.537440
0.039453,0.511990,0.537460
0.390449,0.512054,0.537480
0.226311,0.512104,0.537500
0.192780,0.512123,0.537520
0.329277,0.512130,0.537540
3.649860,0.512172,0.537560
0.023515,0.512243,0.537580
0.138529,0.512251,0.537600
0.588598,0.512411,0.537620
0.417746,0.512413,0.537640
0.523796,0.512452,0.537660
1.029491,0.512478,0.537680
0.087568,0.512507,0.537700
0.060086,0.512515,0.537720
1.109737,0.512534,0.537740
0.455011,0.512576,0.537760
0.339387,0.512581,0.537780
0.220750,0.512608,0.537800
0.851138,0.512656,0.537820
0.845928,0.512699,0.537840
1.870996,0.512704,0.537860
0.496047,0.512712,0.537880
0.026582,0.512719,0.537900
0.603489,0.512740,0.537920
3.594134,0.512772,0.537940
1.195249,0.512808,0.537960
0.175550,0.512891,0.537980
0.141314,0.512906,0.538000
0.182032,0.513047,0.538020
0.036795,0.513080,0.538040
2.181565,0.513096,0.538060
1.521152,0.513119,0.538080
0.480060,0.513130,0.538100
0.249287,0.513133,0.538120
0.270215,0.513157,0.538140
0.029791,0.513160,0.538160
1.206130,0.513162,0.538180
0.221793,0.513174,0.538200
0.151066,0.513291,0.538220
2.508997,0.513327,0.538240
0.078953,0.513344,0.538260
0.116822,0.513351,0.538280
0.111351,0.513363,0.538300
0.104858,0.513375,0.538320
0.194279,0.513447,0.538340
0.428789,0.513468,0.538360
1.951748,0.513491,0.538380
1.835278,0.513493,0.538400
0.736830,0.513510,0.538420
0.100361,0.513523,0.538440
0.501475,0.513532,0.538460
0.224212,0.513649,0.538480
0.257078,0.513672,0.538500
0.325809,0.513757,0.538520
1.822740,0.513780,0.538540
0.269940,0.513799,0.538560
1.046522,0.513859,0.538580
0.401480,0.513903,0.538600
0.702608,0.513942,0.538620
0.660177,0.513953,0.538640
0.066474,0.513971,0.538660
0.135322,0.514065,0.538680
0.212910,0.514077,0.538700
0.724376,0.514111,0.538720
0.099740,0.514119,0.538740
1.821472,0.514126,0.538760
0.513080,0.514180,0.538780
0.877973,0.514180,0.538800
0.062265,0.514240,0.538820
0.347122,0.514354,0.538840
0.033251,0.514374,0.538860
0.350418,0.514386,0.538880
0.037018,0.514387,0.538900
0.245820,0.514401,0.538920
0.234037,0.514401,0.538940
0.090664,0.514438,0.538960
1.106342,0.514454,0.538980
0.001661,0.514465,0.539000
0.956629,0.514502,0.539020
0.708087,0.514506,0.539040
0.481308,0.514539,0.539060
0.453021,0.514541,0.539080
0.169739,0.514559,0.539100
0.411501,0.514571,0.539120
0.632263,0.514586,0.539140
0.372220,0.514605,0.539160
0.565901,0.514612,0.539180
0.196055,0.514622,0.539200
0.329015,0.514645,0.539220
2.835489,0.514700,0.539240
0.810204,0.514725,0.539260
0.148698,0.514753,0.539280
1.353336,0.514800,0.539300
1.070935,0.514838,0.539320
0.290309,0.514899,0.539340
0.571111,0.514940,0.539360
0.010173,0.514948,0.539380
0.236420,0.515001,0.539400
1.604718,0.515018,0.539420
1.543398,0.515055,0.539440
0.389182,0.515069,0.539460
0.084064,0.515125,0.539480
0.550675,0.515181,0.539500
1.038739,0.515214,0.539520
0.052781,0.515242,0.539540
0.412533,0.515301,0.539560
0.282616,0.515314,0.539580
0.026593,0.515323,0.539600
0.438670,0.515357,0.539620
0.537451,0.515418,0.539640
1.705586,0.515432,0.539660
0.897201,0.515485,0.539680
1.088808,0.515522,0.539700
0.588427,0.515539,0.539720
0.126044,0.515594,0.539740
0.339623,0.515622,0.539760
0.496615,0.515683,0.539780
1.026044,0.515700,0.539800
1.656525,0.515720,0.539820
0.299733,0.515741,0.539840
0.449002,0.515794,0.539860
0.454565,0.515830,0.539880
0.301244,0.515849,0.539900
0.022553,0.515889,0.539920
1.623369,0.515894,0.539940
0.359136,0.515898,0.539960
0.065245,0.515908,0.539980
0.744265,0.515930,0.540000
0.238420,0.515937,0.540020
0.346104,0.515953,0.540040
0.733171,0.516011,0.540060
1.000350,0.516072,0.540080
0.485219,0.516076,0.540100
0.387041,0.516079,0.540120
0.137539,0.516097,0.540140
0.252380,0.516098,0.540160
0.361826,0.516137,0.540180
0.777109,0.516255,0.540200
0.318686,0.516280,0.540220
0.266741,0.516289,0.540240
1.028092,0.516314,0.540260
0.996780,0.516317,0.540280
0.032336,0.516339,0.540300
0.747213,0.516384,0.540320
0.446595,0.516391,0.540340
0.757836,0.516442,0.540360
1.845014,0.516504,0.540380
1.517914,0.516597,0.540400
0.065451,0.516614,0.540420
1.319356,0.516653,0.540440
0.327667,0.516723,0.540460
0.527440,0.516754,0.540480
0.311711,0.516767,0.540500
0.538752,0.516768,0.540520
0.248623,0.516791,0.540540
0.337471,0.516857,0.540560
0.347728,0.516863,0.540580
0.253580,0.516870,0.540600
0.276317,0.516922,0.540620
0.319616,0.516932,0.540640
0.176384,0.516955,0.540660
0.211504,0.516990,0.540680
0.170609,0.516991,0.540700
0.170458,0.517057,0.540720
0.203894,0.517097,0.540740
0.713351,0.517211,0.540760
1.133634,0.517263,0.540780
0.050486,0.517267,0.540800
1.542868,0.517272,0.540820
0.567500,0.517277,0.540840
0.132582,0.517285,0.540860
0.591311,0.517329,0.540880
0.045526,0.517335,0.540900
0.058295,0.517342,0.540920
0.820897,0.517349,0.540940
0.266418,0.517362,0.540960
0.595726,0.517381,0.540980
0.032198,0.517397,0.541000
0.227095,0.517418,0.541020
0.331623,0.517437,0.541040
0.762492,0.517467,0.541060
0.262091,0.517490,0.541080
1.309218,0.517511,0.541100
0.595747,0.517530,0.541120
1.520179,0.517572,0.541140
0.198642,0.517597,0.541160
1.763512,0.517600,0.541180
0.805098,0.517624,0.541200
0.296633,0.517631,0.541220
0.526552,0.517653,0.541240
1.469975,0.517675,0.541260
0.486377,0.517689,0.541280
0.089484,0.517693,0.541300
1.797366,0.517717,0.541320
0.154520,0.517748,0.541340
0.935182,0.517781,0.541360
2.138035,0.517793,0.541380
0.256253,0.517828,0.541400
1.087772,0.517829,0.541420
0.027525,0.517841,0.541440
1.685247,0.517898,0.541460
0.161929,0.517916,0.541480
0.174751,0.517946,0.541500
0.523133,0.517946,0.541520
0.454672,0.517975,0.541540
0.713476,0.517995,0.541560
0.374578,0.518015,0.541580
2.311843,0.518025,0.541600
0.162709,0.518048,0.541620
2.659052,0.518050,0.541640
0.147990,0.518142,0.541660
2.145624,0.518170,0.541680
2.636478,0.518182,0.541700
0.076891,0.518201,0.541720
0.712624,0.518224,0.541740
0.122239,0.518229,0.541760
0.460823,0.518316,0.541780
0.158796,0.518350,0.541800
0.239982,0.518363,0.541820
0.455233,0.518448,0.541840
0.622813,0.518512,0.541860
1.668767,0.518514,0.541880
0.456935,0.518533,0.541900
0.229960,0.518581,0.541920
0.311498,0.518597,0.541940
0.381736,0.518635,0.541960
0.379636,0.518665,0.541980
0.475542,0.518690,0.542000
0.158166,0.518725,0.542020
0.185881,0.518765,0.542040
1.994159,0.518787,0.542060
0.059941,0.518791,0.542080
0.399874,0.518807,0.542100
0.175300,0.518828,0.542120
0.843548,0.518838,0.542140
0.046186,0.518862,0.542160
0.049713,0.518894,0.542180
0.388015,0.518896,0.542200
0.782432,0.518936,0.542220
0.187871,0.518975,0.542240
0.528980,0.518978,0.542260
1.036875,0.518994,0.542280
1.237550,0.519133,0.542300
0.256624,0.519144,0.542320
0.008074,0.519145,0.542340
0.354867,0.519164,0.542360
0.544391,0.519193,0.542380
1.223337,0.519206,0.542400
0.141845,0.519242,0.542420
0.518142,0.519296,0.542440
0.165520,0.519299,0.542460
0.421929,0.519311,0.542480
1.124905,0.519314,0.542500
0.007325,0.519402,0.542520
1.325806,0.519409,0.542540
0.238910,0.519414,0.542560
0.394669,0.519424,0.542580
1.250154,0.519467,0.542600
1.818437,0.519514,0.542620
0.220404,0.519519,0.542640
2.034793,0.519537,0.542660
0.477947,0.519547,0.542680
0.474249,0.519564,0.542700
2.304459,0.519566,0.542720
0.032268,0.519570,0.542740
0.926394,0.519641,0.542760
0.506760,0.519657,0.542780
0.123042,0.519701,0.542800
0.657661,0.519827,0.542820
0.106226,0.519870,0.542840
1.701519,0.519887,0.542860
0.151935,0.519932,0.542880
1.241542,0.519948,0.542900
1.045995,0.519994,0.542920
0.612983,0.520052,0.542940
1.177396,0.520063,0.542960
0.087686,0.520075,0.542980
0.805926,0.520120,0.543000
1.059898,0.520127,0.543020
0.043824,0.520153,0.543040
0.559536,0.520203,0.543060
1.422223,0.520241,0.543080
0.127034,0.520250,0.543100
0.404212,0.520268,0.543120
0.430327,0.520320,0.543140
0.122786,0.520342,0.543160
0.697273,0.520361,0.543180
0.511333,0.520411,0.543200
1.506156,0.520414,0.543220
0.187301,0.520422,0.543240
1.857705,0.520424,0.543260
0.458784,0.520424,0.543280
0.394293,0.520456,0.543300
0.425988,0.520482,0.543320
0.141124,0.520552,0.543340
0.274408,0.520611,0.543360
1.222280,0.520687,0.543380
0.364373,0.520701,0.543400
0.207631,0.520710,0.543420
0.000019,0.520743,0.543440
1.132333,0.520744,0.543460
0.193503,0.520746,0.543480
0.473195,0.520749,0.543500
0.217300,0.520816,0.543520
0.393658,0.520819,0.543540
0.265090,0.520823,0.543560
0.036508,0.520847,0.543580
0.445783,0.520855,0.543600
3.129548,0.520870,0.543620
0.815428,0.520899,0.543640
0.038243,0.520946,0.543660
0.133996,0.521048,0.543680
1.068226,0.521053,0.543700
0.329641,0.521114,0.543720
0.295615,0.521117,0.543740
0.367439,0.521136,0.543760
1.604094,0.521216,0.543780
0.461465,0.521241,0.543800
0.415218,0.521375,0.543820
0.313318,0.521381,0.543840
0.284323,0.521385,0.543860
0.864386,0.521392,0.543880
1.405840,0.521445,0.543900
0.172021,0.521459,0.543920
0.221635,0.521495,0.543940
0.892941,0.521631,0.543960
0.113677,0.521680,0.543980
0.880353,0.521698,0.544000
0.516723,0.521707,0.544020
0.345198,0.521744,0.544040
0.165644,0.521763,0.544060
1.280653,0.521800,0.544080
0.090253,0.521810,0.544100
3.980494,0.521912,0.544120
1.030227,0.521965,0.544140
0.232075,0.521994,0.544160
0.974354,0.522063,0.544180
0.928359,0.522078,0.544200
2.782216,0.522095,0.544220
1.823408,0.522149,0.544240
0.643959,0.522210,0.544260
0.365036,0.522258,0.544280
0.430191,0.522262,0.544300
0.376202,0.522299,0.544320
0.666577,0.522311,0.544340
0.887833,0.522363,0.544360
0.743027,0.522372,0.544380
0.447063,0.522374,0.544400
0.206863,0.522383,0.544420
1.413438,0.522384,0.544440
1.370767,0.522397,0.544460
0.594357,0.522462,0.544480
0.471986,0.522472,0.544500
0.343812,0.522555,0.544520
0.331407,0.522603,0.544540
0.133406,0.522640,0.544560
0.319146,0.522654,0.544580
0.139053,0.522668,0.544600
0.014739,0.522675,0.544620
0.587951,0.522686,0.544640
0.377761,0.522694,0.544660
0.316541,0.522726,0.544680
0.328660,0.522767,0.544700
0.117662,0.522780,0.544720
1.354776,0.522841,0.544740
0.331488,0.522856,0.544760
0.032980,0.522880,0.544780
0.419745,0.522921,0.544800
0.243492,0.522939,0.544820
0.376384,0.522997,0.544840
0.322048,0.523003,0.544860
0.400862,0.523017,0.544880
0.278479,0.523051,0.544900
0.078541,0.523054,0.544920
0.693602,0.523065,0.544940
1.845241,0.523072,0.544960
0.335304,0.523109,0.544980
0.073865,0.523121,0.545000
0.839193,0.523133,0.545020
1.550755,0.523135,0.545040
0.494278,0.523152,0.545060
2.001780,0.523169,0.545080
0.330931,0.523210,0.545100
0.278855,0.523218,0.545120
0.116130,0.523330,0.545140
0.341876,0.523348,0.545160
0.254322,0.523442,0.545180
0.825255,0.523461,0.545200
2.842690,0.523469,0.545220
2.286697,0.523536,0.545240
1.283036,0.523571,0.545260
0.163812,0.523655,0.545280
0.324836,0.523698,0.545300
0.511961,0.523704,0.545320
0.433354,0.523708,0.545340
0.459662,0.523729,0.545360
0.136604,0.523751,0.545380
0.155890,0.523757,0.545400
0.512699,0.523758,0.545420
0.345457,0.523776,0.545440
0.667112,0.523796,0.545460
0.930919,0.523804,0.545480
0.386397,0.523840,0.545500
2.129212,0.523902,0.545520
1.135295,0.523944,0.545540
0.239365,0.523952,0.545560
0.634448,0.523973,0.545580
0.840800,0.523988,0.545600
3.312469,0.524026,0.545620
0.147166,0.524029,0.545640
1.055488,0.524067,0.545660
0.040252,0.524150,0.545680
0.443058,0.524156,0.545700
0.082933,0.524157,0.545720
0.450975,0.524164,0.545740
0.134265,0.524188,0.545760
0.121540,0.524258,0.545780
1.330193,0.524270,0.545800
0.797177,0.524278,0.545820
1.088796,0.524278,0.545840
0.747645,0.524318,0.545860
0.444117,0.524355,0.545880
0.127820,0.524359,0.545900
1.224087,0.524423,0.545920
1.232881,0.524501,0.545940
0.590151,0.524519,0.545960
1.484919,0.524521,0.545980
0.573035,0.524542,0.546000
0.030667,0.524605,0.546020
2.884599,0.524641,0.546040
0.396740,0.524657,0.546060
0.072286,0.524660,0.546080
0.338679,0.524718,0.546100
0.081745,0.524741,0.546120
0.530929,0.524779,0.546140
0.012125,0.524817,0.546160
0.025459,0.524917,0.546180
1.028772,0.524933,0.546200
1.385340,0.524948,0.546220
0.753483,0.524960,0.546240
1.594041,0.524980,0.546260
0.176417,0.524980,0.546280
1.646884,0.524988,0.546300
0.451107,0.525058,0.546320
1.028002,0.525080,0.546340
0.535108,0.525089,0.546360
0.604953,0.525101,0.546380
0.037180,0.525114,0.546400
